paper,year,month,title,outlet
w15605,2009,12,The Enduring Impact of the American Dust Bowl: Short and Long-run Adjustments to Environmental Catastrophe,1
w15606,2009,12,Do Trustees and Administrators Matter? Diversifying the Faculty Across Gender Lines,2
w15607,2009,12,Integrating Retirement Models,3
w15608,2009,12,How Do Retirees Value Life Annuities? Evidence from Public Employees,2
w15609,2009,12,What Happens in the Field Stays in the Field: Exploring Whether Professionals Play Minimax in Laboratory Experiments,1
w15610,2009,12,Checkmate: Exploring Backward Induction Among Chess Players,1
w15611,2009,1,"Liaisons Dangereuses: Increasing Connectivity, Risk Sharing, and Systemic Risk",2
w15612,2009,12,"Playing With Fire: Cigarettes, Taxes and Competition From the Internet",2
w15613,2009,12,How Large are the Impacts of Carbon Motivated Border Tax Adjustments,2
w15614,2009,12,"Reputation, Altruism, and the Benefits of Seller Charity in an Online Marketplace",1
w15615,2009,12,Recent Russian Debate on Moving from VAT to Sales Taxes and Its Global Implications,2
w15616,2009,12,Bounds on Elasticities with Optimization Frictions: A Synthesis of Micro and Macro Evidence on Labor Supply,1
w15617,2009,12,"Adjustment Costs, Firm Responses, and Micro vs. Macro Labor Supply Elasticities: Evidence from Danish Tax Records",1
w15618,2009,12,Insider Econometrics: Empirical Studies of How Management Matters,NA
w15619,2009,12,Connective Capital as Social Capital: The Value of Problem-Solving Networks for Team Players in Firms,NA
w15620,2009,12,Estimation of De Facto Flexibility Parameter and Basket Weights in Evolving Exchange Rate Regimes,1
w15621,2009,12,The Greenness of China: Household Carbon Dioxide Emissions and Urban Development,2
w15622,2009,12,Measuring the Returns to R&D,3
w15623,2009,12,The Behavioralist Visits the Factory: Increasing Productivity Using Simple Framing Manipulations,2
w15624,2009,12,The Micro-Macro Disconnect of Purchasing Power Parity,2
w15625,2009,12,The Trade Creation Effect of Immigrants: Evidence from the Remarkable Case of Spain,2
w15626,2009,12,Estimated Impact of the Fed's Mortgage-Backed Securities Purchase Program,2
w15627,2009,12,Labor Regulations and European Private Equity,2
w15628,2009,12,"New Trade Models, Same Old Gains?",1
w15629,2009,12,Testing for Altruism and Social Pressure in Charitable Giving,1
w15630,2010,1,Falling Behind the Curve: A Positive Analysis of Stop-Start Monetary Policies and the Great Inflation,3
w15631,2010,1,The Degree of Judicial Enforcement and Credit Markets: Evidence from Japanese Household Panel Data,2
w15632,2010,1,Private Equity and Industry Performance,2
w15633,2010,1,The Impact of Comparative Effectiveness Research on Health and Health Care Spending,2
w15634,2010,1,Danger on the Exchange: How Counterparty Risk Was Managed on the Paris Bourse in the Nineteenth Century,NA
w15635,2010,1,"Quality Provision, Expected Firm Altruism and Brand Extensions",2
w15636,2010,1,"The ""Other"" Imbalance and the Financial Crisis",NA
w15637,2010,1,Causes and Consequences of Early Life Health,2
w15638,2010,1,Employee Spinoffs and Other Entrants: Stylized Facts from Brazil,2
w15639,2010,1,Growth in a Time of Debt,1
w15640,2010,1,The Long Reach of Childhood Health and Circumstance: Evidence from the Whitehall II Study,2
w15641,2010,1,Identification in Differentiated Products Markets Using Market Level Data,1
w15642,2010,1,Virtual Borders: Online Nominal Rigidities and International Market Segmentation,2
w15643,2010,1,Elected Versus Appointed Policymakers: Evidence from City Treasurers,2
w15644,2010,1,Quality Disclosure and Certification: Theory and Practice,2
w15645,2010,1,The Great Recession and the Great Depression,2
w15646,2010,1,On the Size of the Active Management Industry,1
w15647,2010,1,Finance and Misallocation: Evidence from Plant-level Data,1
w15648,2010,1,Calorie Posting in Chain Restaurants,2
w15649,2010,1,Terminal Care and The Value of Life Near Its End,NA
w15650,2010,1,Securitization in the 1920's,NA
w15651,2010,1,Efficient Regulation,3
w15652,2010,1,Asset Fire Sales and Credit Easing,1
w15653,2010,1,Rollover Risk and Credit Risk,2
w15654,2010,1,Can we infer social preferences from the lab? Evidence from the trust game,NA
w15655,2010,2,The Effect of Employment Protection on Worker Effort: Evidence from Public Schooling,2
w15656,2010,1,Targeted Savings and Labor Supply,2
w15657,2010,1,"Real-Time Macroeconomic Monitoring: Real Activity, Inflation, and Interactions",1
w15658,2010,1,Intended and Unintended Effects of Youth Bicycle Helmet Laws,2
w15659,2010,1,Overconfidence and Early-life Experiences: The Impact of Managerial Traits on Corporate Financial Policies,2
w15660,2010,1,Wholesalers and Retailers in U.S. Trade,2
w15661,2010,1,Innovators: Architects,NA
w15662,2010,1,Interpreting the Unconventional U.S. Monetary Policy of 2007-09,2
w15663,2010,1,Who Owns Children and Does it Matter?,NA
w15664,2010,2,Estimating the Technology of Cognitive and Noncognitive Skill Formation,1
w15665,2010,1,Research in Accounting for Income Taxes,2
w15666,2010,1,Heterogeneous Harm vs. Spatial Spillovers: Environmental Federalism and US Air Pollution,2
w15667,2010,1,Oil and Democracy in Russia,2
w15668,2010,1,"Private Information, Human Capital, and Optimal ""Home Bias"" in Financial Markets",2
w15669,2010,1,Did Frederick Brodie Discover the World's First Environmental Kuznets Curve? Coal Smoke and the Rise and Fall of the London Fog,3
w15670,2010,1,Searching for Irving Fisher,NA
w15671,2010,1,Peer Migration in China,NA
w15672,2010,1,Rational Ignorance in Education: A Field Experiment in Student Plagiarism,2
w15673,2010,1,Innovation and Climate Policy,2
w15674,2010,1,Rollover Risk and Market Freezes,2
w15675,2010,1,Euler-Equation Estimation for Discrete Choice Models: A Capital Accumulation Application,NA
w15676,2010,1,Implications for Energy Innovation from the chemical industry,3
w15677,2010,1,From Shame to Game in One Hundred Years: An Economic Model of the Rise in Premarital Sex and its De-Stigmatization,2
w15678,2010,1,Explaining the Rise in Educational Gradients in Mortality,2
w15679,2010,1,"Globalization, Trade & Wages: What Does History tell us about China?",2
w15680,2010,1,Latin American Growth-Inequality Trade-Offs: The Impact of Insurgence and Independence,NA
w15681,2010,1,Aggregate Implications of Labor Market Distortions: The Recession of 2008-9 and Beyond,NA
w15682,2010,1,The Effect of Uncertain Labor Income and Social Security on Life-cycle Portfolios,NA
w15683,2010,1,Educational Expectations and Attainment,3
w15684,2010,1,"Europe's Tired, Poor, Huddled Masses: Self-Selection and Economic Outcomes in the Age of Mass Migration",1
w15685,2010,1,U.S. Growth in the Decade Ahead,2
w15686,2010,1,How general are risk preferences? Choices under uncertainty in different domains.,1
w15687,2010,1,Let them Have Choice: Gains from Shifting Away from Employer-Sponsored Health Insurance and Toward an Individual Exchange,2
w15688,2010,1,The Cross-Section and Time-Series of Stock and Bond Returns,2
w15689,2010,1,Asymmetric Information and the Demand for Voluntary Health Insurance in Europe,NA
w15690,2010,1,Is the Spurious Regression Problem Spurious?,2
w15691,2010,1,Does Prescription Drug Adherence Reduce Hospitalizations and Costs?,2
w15692,2010,1,Modeling the Impact of Warming in Climate Change Economics,3
w15693,2010,1,"Institutions, Factor Prices and Taxation: Virtues of Strong States?",1
w15694,2010,1,Political Limits to Globalization,1
w15695,2010,1,Pay-to-Bid Auctions,2
w15696,2010,1,A Patchwork Safety Net: A Survey of Cliometric Studies of Income Maintenance Programs in the United States in the First Half of the Twentieth Century,2
w15697,2010,1,Property Rights and Parliament in Industrializing Britain,2
w15698,2010,1,Detecting Crowded Trades in Currency Funds,2
w15699,2010,1,The Elasticity of Demand With Respect to Product Failures; or Why the Market for Quack Medicines Flourished for More Than 150 Years,NA
w15700,2010,1,"Envy, Altruism, and the International Distribution of Trade Protection",2
w15701,2010,1,"So you want to run an experiment, now what? Some Simple Rules of Thumb for Optimal Experimental Design",2
w15702,2010,1,Interest Rate Risk and Other Determinants of Post-WWII U.S. Government Debt/GDP Dynamics,2
w15703,2010,1,Inaccurate age and sex data in the Census PUMS files: Evidence and Implications,2
w15704,2010,1,Manumission in Nineteenth Century Virginia,2
w15705,2010,1,The Political Resource Curse,1
w15706,2010,1,The Role of Intermediaries in Facilitating Trade,2
w15707,2010,1,Can Mentoring Help Female Assistant Professors? Interim Results from a Randomized Trial,1
w15708,2010,1,Bankruptcy and the Collateral Channel,2
w15709,2010,1,Limited Capital Market Participation and Human Capital Risk,2
w15710,2010,1,Does the Structure of Banking Markets Affect Economic Growth? Evidence from U.S. State Banking Markets,2
w15711,2010,1,Climate Shocks and Exports,1
w15712,2010,1,What Determines Productivity?,2
w15713,2010,1,Spatial Competition and Cross-border Shopping: Evidence from State Lotteries,2
w15714,2010,1,Simple Analytics of the Government Expenditure Multiplier,2
w15715,2010,2,Do Principals Fire the Worst Teachers?,2
w15716,2010,2,Sensitivity to Missing Data Assumptions: Theory and An Evaluation of the U.S. Wage Structure,2
w15717,2010,2,Temperature and the Allocation of Time: Implications for Climate Change,2
w15718,2010,2,Risk and Global Economic Architecture: Why Full Financial Integration May Be Undesirable,1
w15719,2010,2,Consumption Risk-sharing in Social Networks,1
w15720,2010,2,The Effects of Relative Food Prices on Obesity -- Evidence from China: 1991-2006,NA
w15721,2010,2,Further Comments on The Impact of the Asian Miracle on the Theory of Economic Growth,NA
w15722,2010,2,The Effects of an Incentive-Based High-School Intervention on College Outcomes,NA
w15723,2010,2,"Generic Utilization Rates, Real Pharmaceutical Prices, and Research and Development Expenditures",NA
w15724,2010,2,A Theory-Based Approach to Hedonic Price Regressions with Time-Varying Unobserved Product Attributes: The Price of Pollution,1
w15725,2010,2,"Women's Education and Family Behavior: Trends in Marriage, Divorce and Fertility",3
w15726,2010,2,Great Inflation and Central Bank Independence in Japan,3
w15727,2010,2,"Liquidity, Institutional Quality and the Composition of International Equity Flows",NA
w15728,2010,2,Beyond the Classroom: Using Title IX to Measure the Return to High School Sports,2
w15729,2010,2,Modeling College Major Choices using Elicited Measures of Expectations and Counterfactuals,2
w15730,2010,2,Securitization without risk transfer,2
w15731,2010,2,Exits from Recessions: The U.S. Experience 1920-2007,NA
w15732,2010,2,"University-Industry Spillovers, Government Funding, and Industrial Consulting",NA
w15733,2010,2,Is Credit Event Risk Priced? Modeling Contagion via the Updating of Beliefs.,NA
w15734,2010,2,On the Relative Pricing of long Maturity S&P 500 Index Options and CDX Tranches,2
w15735,2010,2,Vintage Capital and Creditor Protection,2
w15736,2010,2,Sources of Variation in Holding Returns for Fed Funds Futures Contracts,2
w15737,2010,2,The Business Cycle and Health Behaviors,2
w15738,2010,2,Government Distortion in Independently Owned Media: Evidence from U.S. Cold War News Coverage of Human Rights,2
w15739,2010,2,The Consumption Response to Income Changes,2
w15740,2010,2,Who Benefits from KIPP?,2
w15741,2010,2,Economics of estate taxation: a brief review of theory and evidence,2
w15742,2010,2,Policies to Create and Destroy Human Capital in Europe,3
w15743,2010,2,"Commodity prices, commodity currencies, and global economic developments",3
w15744,2010,2,Old Europe ages: Reforms and Reform Backlashes,3
w15745,2010,2,Earnings Determination and Taxes: Evidence from a Cohort Based Payroll Tax Reform in Greece,1
w15746,2010,2,A Shred of Credible Evidence on the Long Run Elasticity of Labor Supply,2
w15747,2010,2,Family Values and the Regulation of Labor,2
w15748,2010,2,The Political Economy of Indirect Control,1
w15749,2010,2,"Globalization, Markups and U.S. Welfare",1
w15750,2010,2,Intermediated Trade,1
w15751,2010,2,Intermediation and Economic Integration,1
w15752,2010,2,Public Avoidance and the Epidemiology of novel H1N1 Influenza A,NA
w15753,2010,2,What Determines European Real Exchange Rates?,2
w15754,2010,2,Industry Evidence on the Effects of Government Spending,2
w15755,2010,2,Which Parts of Globalization Matter for Catch-up Growth?,1
w15756,2010,2,Consumption and Saving: Models of Intertemporal Allocation and Their Implications for Public Policy,2
w15757,2010,2,Optimal Target Criteria for Stabilization Policy,2
w15758,2010,2,The Return of the Wage Phillips Curve,2
w15759,2010,2,"Capital Flows, Consumption Booms and Asset Bubbles: A Behavioural Alternative to the Savings Glut Hypothesis",2
w15760,2010,2,"Clustering, Spatial Correlations and Randomization Inference",2
w15761,2010,2,How Does Life Settlement Affect the Primary Life Insurance Market?,NA
w15762,2010,2,The Inflation-Output Trade-off with Downward Wage Rigidities,1
w15763,2010,2,Central Bank Dollar Swap Lines and Overseas Dollar Funding Costs,2
w15764,2010,2,"Labor Market Frictions as a Source of Comparative Advantage, with Implications for Unemployment and Inequality",3
w15765,2010,2,Self-Selection and International Migration: New Evidence from Mexico,2
w15766,2010,2,The Tax Exclusion for Employer-Sponsored Health Insurance,2
w15767,2010,2,Measuring What Employers Really Do about Entry Wages over the Business Cycle,2
w15768,2010,2,The Supply Side of Innovation: H-1B Visa Reforms and US Ethnic Invention,2
w15769,2010,2,Unwilling or Unable to Cheat? Evidence from a Randomized Tax Audit Experiment in Denmark,1
w15770,2010,2,"The Market for Bank Stocks and the Rise of Deposit Banking in New York City, 1866-1897",2
w15771,2010,3,"Property Rights, Land Conflict and Tenancy in Brazil",NA
w15772,2010,2,Students Choosing Colleges: Understanding the Matriculation Decision at a Highly Selective Private Institution,2
w15773,2010,2,Imperfect Information and Aggregate Supply,3
w15774,2010,2,Correlated Disturbances and U.S. Business Cycles,NA
w15775,2010,2,African Poverty is Falling...Much Faster than You Think!,NA
w15776,2010,3,Equilibrium Fictions: A Cognitive Approach to Societal Rigidity,1
w15777,2010,2,"Foreclosures, Enforcement, and Collections under the Federal Mortgage Modification Guidelines",NA
w15778,2010,2,"Health, Income, and the Timing of Education Among Military Retirees",2
